trait.name,T,trait,system_ID,mosquito_species,pathogen,lead_author,year,final.trait,transform,trait.from
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.5,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.16666666666666666,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.1,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.3333333333333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
a,35,0.25,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,a,Inverse,GCD
MDR,15,0.032876712,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.027952481,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.029813665,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.032476319,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.028985507,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.03033367,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.033333333,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,15,0.029739777,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.104347826,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.082379863,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.089241448,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.092273892,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.071319409,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.071784646,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.106904232,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.082987552,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.14457831300000001,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.145228216,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.131004367,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.176322418,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.122511485,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.108583247,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.128824477,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,25,0.10552763800000001,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.211764706,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.199445983,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.162162162,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.171428571,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.154340836,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.115226337,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.147239264,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,30,0.151679307,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,35,0.190800681,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,35,0.181818182,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
c,20,0.781443299,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,20,0.725773196,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,30,0.641237113,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,30,0.655670103,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,25,0.727835052,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
b,20,0.06185567,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,20,0.037113402,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,30,0.760824742,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,30,0.962886598,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,25,0.672164948,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
lf,15,19.45,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,20,59.35,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,25,61.55,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,30,42.72,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
EFD,20,1.3,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Identity,EFD
EFD,25,4.2,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Identity,EFD
EFD,30,3.73,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Identity,EFD
MDR,15,0.012539184952978056,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,20,0.02551020408163265,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.04208754208754208,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,30,0.05411255411255411,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
lf,22,0.006349988570667929,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,22,0.007092228501662707,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,22,0.008016357306183417,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,26,0.012653685265188702,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,26,0.013470189012132965,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,26,0.017126179380441118,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,30,0.027171241454515282,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,30,0.03177330455279514,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,30,0.02425279889759455,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
lf,22,0.007289861592110936,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,NegativeLogDifference,prop.dead
MDR,20,0.062663185,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.060913091,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,20,0.054318904,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,27,0.12064632,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,27,0.112511735,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,27,0.095997154,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,34,0.101061142,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,34,0.095663265,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
MDR,34,0.084262451,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Identity,MDR
EFOC,20,77.8,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,20,73.9,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,27,58.2,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,27,30.4,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,34,35.7,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,34,7.2,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
lf,20,141,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,20,102,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,20,98,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,27,98,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,27,76,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,27,84,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,34,35,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,34,42,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
lf,34,24,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,lf,Identity,1/mu
MDR,21,0.043767840146405806,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.04878048780487805,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.058541257243748826,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.06326383168784107,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.060371526373301294,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.06215140828876042,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.058823529411764705,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,21,0.06363634628099647,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.07219252302039078,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.06524634082209084,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.09032942237044278,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.09185444010585306,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.08905108059033742,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.08490564435742559,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.08349148011191197,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
MDR,25,0.08512717574420305,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,MDR,Inverse,1/MDR
EFOC,25,54.47058824,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,25,79.75,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,25,43.0625,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
EFOC,25,55.09091,Aedes albopictus / none,Aedes albopictus,none,Mordecai,2017,EFD,Multiply_a,TFD
PDR,21,0.1,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,PDR,Inverse,EIP
PDR,26,0.14285714285714285,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,PDR,Inverse,EIP
PDR,31,0.25,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,PDR,Inverse,EIP
PDR,36,0.25,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,PDR,Inverse,EIP
b,18,0,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,21,0.31,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,26,0.55,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,31,0.7059,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,36,0.4706,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
b,18,0.08,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,b,Identity,b
c,21,0.47,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,26,0.68,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,31,0.8235,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
c,36,0.4706,Aedes albopictus / DENV,Aedes albopictus,DENV,Mordecai,2017,c,Identity,c
PDR,10,0,Culex spp. / other togavirus,Culex spp.,other togavirus,Mordecai,2017,PDR,Identity,PDR
PDR,15,0.053164557,Culex spp. / other togavirus,Culex spp.,other togavirus,Mordecai,2017,PDR,Identity,PDR
PDR,20,0.120112518,Culex spp. / other togavirus,Culex spp.,other togavirus,Mordecai,2017,PDR,Identity,PDR
PDR,25,0.153586498,Culex spp. / other togavirus,Culex spp.,other togavirus,Mordecai,2017,PDR,Identity,PDR
PDR,30,0.287482419,Culex spp. / other togavirus,Culex spp.,other togavirus,Mordecai,2017,PDR,Identity,PDR
PDR,14,0.028059072,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,18,0.06350211,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,26,0.100421941,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,30,0.079746835,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,14,0,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,18,0.03347398,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,22,0.062517581,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,26,0.10583685,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,30,0.14718706,Culex spp. / WNV,Culex spp.,WNV,Mordecai,2017,PDR,Identity,PDR
PDR,10,0,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Mordecai,2017,PDR,Identity,PDR
PDR,15,0,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Mordecai,2017,PDR,Identity,PDR
PDR,20,0.042827004,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Mordecai,2017,PDR,Identity,PDR
PDR,25,0.086638537,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Mordecai,2017,PDR,Identity,PDR
PDR,30,0.128481013,Culex spp. / other flavivirus,Culex spp.,other flavivirus,Mordecai,2017,PDR,Identity,PDR
PDR,18,0.2,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,PDR,Inverse,EIP
PDR,25,0.25,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,PDR,Inverse,EIP
PDR,32,0.3333333333333333,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,PDR,Inverse,EIP
PDR,45,0.01,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,PDR,Inverse,EIP
bc,18,0.6,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.7,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.9,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.6,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.9,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.9,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.9,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,0.825,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,0.825,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,0.825,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.6,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.6,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.75,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.825,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.8,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,18,0.86,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,25,1,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
bc,32,0.75,Other spp. / other togavirus,Other spp.,other togavirus,Shocket,2018,bc,Identity,bc
pLA,18,0.045,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,24.5,0.84,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,28.5,0.92,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,35,0.965,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
MDR,18,0.03333333333333333,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,24.5,0.08695652173913043,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,28.5,0.10810810810810811,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,35,0.16666666666666666,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
pLA,10,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,15,0.05,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,20,0.59,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,25,0.65,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,30,0.56,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,35,0.25,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,40,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pRH,20,0.893,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,25,0.884,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,30,0.681,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
MDR,10,0.001,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,15,0.02702702702702703,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,20,0.059453032104637336,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,25,0.07418397626112759,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,30,0.10810810810810811,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,35,0.11668611435239207,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,40,0.001,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
lf,10,0,Culex spp. / none,Culex spp.,none,Shocket,2018,lf,Identity,1/mu
lf,20,23.4,Culex spp. / none,Culex spp.,none,Shocket,2018,lf,Identity,1/mu
lf,25,25.3,Culex spp. / none,Culex spp.,none,Shocket,2018,lf,Identity,1/mu
lf,30,14.7,Culex spp. / none,Culex spp.,none,Shocket,2018,lf,Identity,1/mu
lf,40,0,Culex spp. / none,Culex spp.,none,Shocket,2018,lf,Identity,1/mu
pRH,15,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,20,0.575,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,25,0.85,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,30,0.825,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,35,0.45,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
pRH,40,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,Multiply_nLR_pLA,pRH
nLR,15,0,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
nLR,20,139.8,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
nLR,25,258.8,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
nLR,30,260.8,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
nLR,35,102.6,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
nLR,40,0,Culex spp. / none,Culex spp.,none,Shocket,2018,nLR,NA,nLR
pLA,15,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,20,0.325,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,25,0.835,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,30,0.79,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,35,0.49,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
pLA,40,0,Culex spp. / none,Culex spp.,none,Shocket,2018,e2a,NA,pLA
MDR,15,0.001,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,20,0.039525691699604744,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,25,0.059880239520958084,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,30,0.09259259259259259,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,35,0.14084507042253522,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
MDR,40,0.001,Culex spp. / none,Culex spp.,none,Shocket,2018,MDR,Inverse,1/MDR
a,18.5,0.2,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,18.5,0.14285714285714285,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,21,0.2,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,21,0.16666666666666666,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,23.5,0.25,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,23.5,0.16666666666666666,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,24.5,0.25,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,24.5,0.2,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,23.5,0.25,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
a,23.5,0.2,Culex spp. / none,Culex spp.,none,Shocket,2018,a,Inverse,GCD
